rootGameId universeId name creatorName visits
5959890670 2144686705 Foo backdoorhec 161
5917400761 2121804728 hania-halloween mariuszpawlowski 125
5934102725 2130820397 "Several Dice" bboy98765 300
4782627895 1608936792 "The BK Army Battlefield" "The Burger King army" 383
954376825 397382407 "Jeremih & Shantel's baxy shower" jboy2321 134
5886989394 2105454553 "mundo papa e hijo te quiero" rolemajuma 401
4868134338 1657240750 "GOD is the fun starts" Jellygamingteam 101
4746094090 1586302191 "N-ROW || Indy Complex" "| N-ROW | National Roblox Online Wrestling" 218
129800925380437 7342951741 "pls donate K" OnlyBlendo 181
6226676937 2286037578 "NEW OBBY REWORD" bestgeorge2020 167864
5740006480 2035458737 clayton Clayton1235c 136
15478145524 5340918089 "Saint's Feild Game" kalanijr2 241
3925294172 1330117228 "Story Mode Chapter 2 Beggining" TheEmeraldLegendURLL 103
1373276315 549996695 "Rubox Events" Ashmod123 108
8115809459 3122795696 "Skate Park" maxpolak532 317
2822433936 1022226871 "GET FREE ADMIN!!!!" jayjaysbro 191
4401908797 1409019019 "Arsenal old" Muuaua 105
5830731764 2074038327 "The Troll Obby" NitroKing101 103
4580159190 1488999205 "The Underground War Facility" "The Alliance Armed Forces Detachment" 880
64215368 11972535 "Pilikan's Place" Pilikan 125
8946598784 3377135838 "Fan Store" Ian_thewizard2006 379
5162645669 1798698305 "Combat Game [BETA] " HaloMan373 3941
7235627453 2818581024 Obby O_iiTzXxigorXx 123
9264098186 3470063034 "Summer Vibes!" 6emmi 465
5973449045 2151756666 "SPACE CART RIDE FOR ADMIN" DrizzleyYT 749
46066585 41730031 "Insert Wars!!!!!!!:DD:D:D:D:D" ReyZziro 127
6583752461 2477457132 "escape spongebob the killer" haikoiq 114
875352130 363796155 "NOOB ALERT!" blueiornlion 156
1717041506 645333315 "Go Karting 2018" The_Killerlemon 1012
5846556024 2082288955 "Oni Simulator" KariiValkyrie 140
8301249199 3182502371 "Jeu pour les donations" "• Emyy's squad •" 148
8748898466 3320840361 "ITZY - LOCO" realxgrwm 912
3577033381 1258860140 "Escape the Night" TheMurderousWolf 114
5313199976 1860809164 "ijuhygygyy's Place" ijuhygygyy 205
568206595 225363644 "mata sombis" elpelot 349
1441199383 572744559 "Budowanie z kolegami XD" daniol1234567890 207
6766741627 2564801643 "limited try on [no chat tags] [admin]" iiodksq 138
1251518184 508058592 "love the ride" lazer_itsme 886
12472689 7000456 "the ultimate noob trap museum" seb777 181
53438834 14229023 "GoosBump's Place" GoosBump 308
18362654 28813047 "Farm Tycoon (RESTORED AND FIXED)" andymewborn 4067
7366649920 2872457003 "Rainbow Mega Parkour Obby" "Guavas Productions" 20644392
29172284 29873491 "Urban Wasteland: State of Emergency" leonardo1209 256
1825366622 667851513 "GRNNI888's Place" GRNNI888 160
4925458877 1687137764 "Saxony National Map (The Other Map is a Test)" "Electorate of Saxony." 170
16875904 34184653 "Infection Inc. [Probes!]" pipi347 181
6617235834 2493626948 "kraken attack" iank515098 319
5525403935 1931252592 "South Shore City" j_hnf 892
1453620169 576698219 "RobloxianKid3241's Place Number: 8" AxylusMusic 145
3010013698 1085079979 "tycoon парк скейтов" krekbek20 4363
97230610641984 7587907072 "Burj Khalifa" oicomparaw 425
11359911492 4043424607 "fireworks :)" hehedodo3 697
493048162 189739096 "Business Plaza" sketlifee 121
10060043236 3700530782 "P Core [Purple Core]" TheNextInventor96 132
13724901829 4762787814 "A dinner with Kaedehara Kazuha" Sorrowiz 370
129128004 48631286 "Ride A Train, Cart or Hoverboard to Winners" DerpyShadowz 1198
10321552151 3772896092 "Mow's Estate" MaxwellMow 128
7337079369 2862354857 "~Waterfall Nature Smol Cat~" SmollKittenns 143
12606622220 4424556693 "dog gamel" elena435252 121
7146738433 2770630222 "Spire of Fattening Trim" ShadowKirbo 225
4964827821 1706296327 "GUN TYCOON" pastepro 1773
2504901669 886471842 "Fairy princess lannd" FairyLuluPrincess 5998
13824308270 4794337543 "D7 Rheem Race Hub" "VM29's Family of Leagues" 119
6293031451 2321372673 "Friendly gatherings🧸" Emmy9468 344
12072984144 4262278003 "Russain Transports" mnhqg5 297
6990653978 2683634282 "The Agame" clinbling 176
5221372915 1825771998 "Easy Obby for PC:Hard for Mobile Obby" AdamRichterian 1187
130686105787820 6913030854 "(New) PolanRP" kapiXcreategameX 198
155170518 73640281 "GluTeN FrEe liFe" spahklezKitteh 202
5657985660 1990759428 " Obby Place" RobloxChecker03 172
6728414973 2544283377 "Ивенты МВД Балтийска" DanyaKrytoi_Boss 597
2967380576 1071789535 "Steel Studios : NASCAR" BlueSteeI_Creations 4612
2225296791 775748497 "JOIN ME NOW LOL XDXD" bliss8423 266
13111358846 4576641139 "level 0 Backrooms" i_loveaccount4343 457
2113353124 740527875 "*❤* Homestore *❤*" "👚Glory Clothing👚" 434
386389166 145215054 GRA cody5751 170
6638446023 2495940256 "love or host (SACRAFISE EDITION)" maeialyssa 198
13485944852 4690859876 "*UPDATE* Royal Thai Navy" "Royal Thai Army Academy" 111
10492851938 3819116324 "chicago simulator" 80DDL 104
1431566865 569507032 "5th Annual Bloxy Awards In A Nutshell" KoopaTroo_pa 213
11684465336 4139794891 "] SCP Foundation Community USA" mozzajnr2013 612
6862061265 2614067782 "save beanos!" 2Cursedgravez 402
728030731 317800527 "Ramdom games" Speedydude0 543
5341574674 1870959437 "SirenHead roblox" CamPham2009 442
122389460120138 7570083055 "!NEW! HEADLESS AND KORBLOX LOOKALIKES" "Cxblx + Herm's Group" 673
3774529532 1302883053 Dragon2030A Misho_640 307
54576774 9903032 "siri14035's Place" siri14035 391
6221096157 2282949901 "TOWER OF HEAVEN" R0BLOXMANIA_YT 191
188581786 89458617 "Destroy the giant caik![BETA] [MASSIVE UPDATE]" InterestingExplosion 506
72534465 17312483 "Survive the 623 Epic Disasters!" Shamaze 388
1395176642 556898603 "killer_pauroso's Place" killer_pauroso 1005
7128081806 2760477393 "fnf game " Bruh_moments67 2553
125150055304810 6642078794 "[DEMO 2] Adventure Forward 2.5: Remembrance" Ivan14XYU 3153
262758038 106913167 "coopertherapgod's Place Number: 5" coopertherapgod 132
5081043592 1759757578 "kos's old hangout" koskasos 136
50879225 24038765 Freezetag pokemonlover0987 112
481781748 184891756 "EXTREME PVP" Mazerunner532 136
16520633293 5689346542 "Lidl | US" quincyortgiess00 1734
1886229113 685940120 "desafio do check point" caramelinha4 6387
5807826340 2061959377 "💰Game passes!💰 Attack of the Bacons" "~Bacon Squad~" 630
18708484982 6339349469 "Battle Festival" "battle festival" 628
2689224453 970859247 "Escape Branny! [Baldi/Granny]" Matthewpend 107989
492937025 189690172 "Spongebob's Roblox and Obby Tutorial" spongebobdude235 109
8929845442 3371379118 "Survive Pennywise in the sewers (RELEASED!)" GamingLuis26 1342
69944225 28678771 "Desert Warfare" C0C0PUFF 110
3790039045 1306949721 "SHOULD SHOULD" ElScrvppy 102
10457868298 3810050277 "Clocktower Island" gagedemon 360
4630743457 1521493613 "the war..." sackre00 127
1108435128 458141624 fortnight warewolf12490 13464
11477525047 4080111199 "jebac disa" killConfirmed06 397
1681359857 638395578 Secrets. Shifted666 117
5150488836 1793066104 "kamyolplago's Place" kamyolplago 141
4978700863 1712899287 "fix roblox" bIogbox 166
9628278792 3580081154 105 PRISMCollector 182
6423905443 2391155719 "Star Island Playground" philipsedwin 55041
3901482879 1327121911 "FTR FTR" VxZDNYJchZBi 189
4609494643 1507643655 "Duck Squad Hangout [BETA] 🐥🐤🐣" TurtlePowerHour 422
5044375448 1743753916 "Escape Bloxburg Obby!" DiceIsBack 9234
14060385320 4869098960 "Find The Neco Arcs [HALLOWEEN]" Bananadudeofficial 1022
6478418726 2420369229 "BG Labs NPP" "BG Labs" 888
7974283553 3080358992 "fairout Quiz" LKTstas22 220
9987020016 3680181785 "huge ballpit" Feztam1 610
66215779 3212508 "1000 ways to die" priceyn 119
6590017824 2480856113 "DOJ RP | Sandy Shores Alpha" Walker_Partrols 264
35203625 9672886 "Dotm Soundwave with Laserbeak" Adobe 550
84421572453182 6988695257 "alex and zazkeeo's Ragdoll" zazkeeo 245
2695648316 973539823 "Riverside County (Patrol Map) V2" "RiverSide Fire & Rescue Services" 4888
18186359093 6165672888 "Garten of Banban RP" Ansresha47380 209
1801860303 661510011 "the hel naar de uitgang" slachtertje1 533
180505535 85721802 Museum cvscvs2 129
5384368564 1886347121 "Carrier Battle" TeamBrockyForever 127
9751150455 3614141622 "Indycar 07' michigan" nascarfan_67 928
3303660479 1188592163 "long obby " doompsk234 129
6713585946 2536016978 "AFK until someone donates FREE ADMIN included" joh42222 123
285742315 111883467 "oders are here" "Outrageous Round Housers" 189
614318117 250346124 "Be a Super Hero all morphs" Turtle_FANYT 670
10324598047 3773700792 "โรงเรียนนายร้อยพระจุลจอมเกล้า [TH]" Valtonia_Daniel 222
1449602195 575426013 "City Tycoon [NEW]" CihanMuhammed122 161
138485869 64296300 "Rooftop Brawl" Med_App 2883
7066388154 2724626511 "this is a place for we d" LilyGBlu_20 110
346437893 127669852 "Noob Home land" Brodman22 148
286662484 112083133 "ROBLOX Dancing Games" "ROBLOX Dancing Games Developers" 350
11638774 9831991 "MY  HOUSE" ThunderGoal 597
10584697819 3843517836 "Estadio Las Delicias" mani0809 462
11347020382 4039553976 "Nhat's OT Maps" N_4Tz 105
5880900055 2101503818 "The ofyha / speedy talk show" ofyha 325
179713542 85360543 "SCP: Containment breach" Rony377884 356
14248068 42110294 "Training Map: Island Chain" Aghno 178
2801935792 1014118190 "Growtopia Tycoon" jakob7t 404
11758996413 4163024485 "Skarloey Railway 1965 (Testing Place!)" theburgerpesent 298
5782316771 2051621988 "Warship Roleplay" "Warsaw Pact United Force" 557
5157957001 1796588676 boombox 6x_6s 186
8476950659 3238926635 "1편-안녕! 나는 전학생이야!" rlaalsRhde 998
5818295502 2067987747 "Among Us Roleplay" DraineyTimesLifeWork 192
5031090825 1737666374 "Bloodshed Enigma [Pre-Alpha]" shutupbquiet 326
6024919774 2178469749 "♡ Mia's Pastel obby! ʚɞ ⋒" hqeartts 232
1166882578 478995055 "PANDA'S VS SLOTHS " "Lava On With Ash" 197
2926468840 1057625576 roro karolis6555 265
2677599814 964533901 "Crăciun Fericit!" superminionul 2183
4536808349 1461225972 "FREE REWARD, OBBY FREE REWARD AT END OF OBBY!" "[Account Deleted (108667415)]" 1839
14718537310 5074035160 Ro-63 IrresistibleGuyHoldr 264
48323468 34239753 "insert tool" blesseth123 159
144391853 67657160 "Ringling Brothers Barnum & Bailey Circus" luigi7192005 133
755280344 331078826 "Murder Mystery 2 Mansion" bradysmores 249
6402896294 2379826820 Shooting CarsMaker89 145
18633913711 6313772686 "⚔️ GENRE BATTLEGROUNDS⚔️" "Kingdoms of Europe." 199
3932273637 1331186763 "ASCENSOR  ASCENSOR " owTQzxdJ2FtBnJ 682
6407714873 2382318878 "Mourn hen Evening Diner [OPEN!]" 1xEx_Tra 163
6261888509 2304506556 "CMS CMS" greengirl7X 670
7081420544 2733650210 "Gaia : Testing" 1B0RED1 1643
3660906130 1277524111 "Qwemetoo's Place" TheNexusBeing 132
1492045065 587947122 Carros piakkchu 217
1722452946 646657824 "Murder Mystery 2 Ragdoll [R6]" Hendrix1978 576
8286303913 3177507924 "SCP foundation part 2" koloheprime 115
942154942 392119372 "chill man place" icyywind 918
17598510505 6025743240 "SURVIVE PENNYWISE KILLERS!! (AT MCDONALD'S)" 1Anthxny 848
5947836235 2138031589 "FIGHT OWNER WITH ADMIN AND ULTIMATE TROLLING GUI!" "MIDNIGHT SKYS" 434
4910014218 1679405583 coucou lyorangina 103
324102788 121187664 "Black Ops IIII (NXT GEN ANIMATIONS)" lnvlte 108
9087618 18385201 "build a base or fort and attack!" jurgun12345678 867
29763797 27663139 "Random Place" cowgirlsrule 289
15192046219 5237233599 "CLASSIC WAR : ULTIMATE" CASasoXs 126
5797336714 2056697753 "talk to a dummy" obket 257
129599999 44351582 "tocaboca2's Place" tocaboca2 108
6889536639 2629092492 "tienda de mascotas & pet Shop" victor235645 106
87693264009613 6542846640 "[KJ + TRUE BANKAI] Type : Sandbox" "Type Sandbox" 486
4770596156 1601597076 "Fighting Game !!" Killer_MMIX 119
82876840543036 6620046541 "KilianFakeFn_Creator‘s Find the Trophys Game" KilianFakeFn_Creator 620
11734900532 4155586093 "Abdi | Svtama Pitch" RobloxNooBiSGo0D 107
733601176 320925004 "Rally Grounds" "House Royce™" 209
9244450987 3463717341 "[UPDATE!] Ramadan House Roleplay Simulator 2023" saad28261 296
111129631558005 6953616817 "Only 60 Seconds [UPDATE]" "Guest Epic studio" 263
18207610865 6172743073 "put your head on Yae Miko's lap game (~2~)" OdgNiqeKing 135
127760902789913 7320656379 "Miasto Lovkicheven" WiktoriaNadia14 110
16111299417 5567577003 "Ukraine RP [Update 2.5!]" Danlo_83 637
8451529380 3231154690 "AirBLOX! [Story]" Roblox_Player150939 154
7650909401 2972327886 "District Of Georgia" Blaze_macklae 2262
12734613836 4462493797 " TEST FIELD" 12KD1_ALT 153
3567298686 1256740182 "FNAF Roleplay!" FiveNights_Official 816
12908486461 4516987690 "British School!" olly4300p 158
13144684835 4588080511 "roblox Theft Auto:san" superbebra1234 135
7674328920 2980570813 "What you know bout rollin' down in the deep?" Neo_Irish 1081
1932713048 697092596 "B339900's Place" B339900 110
10531719443 3829499701 "niconextbots new bots" cute_bastie 662
111743712835537 6873077097 "Disaster House: Escape the Chaos" SintGames 176
2523301400 898519297 "{Nomed Bad Future}-(Fun Land" NomedNightMareDeath 1109
14871861078 5124251929 "snipe ugc limited %40 off purchase  any items" "anime fans adult" 920
8036368232 3098490059 "Wall Hop, Wall Jump, Thin Wall, and Corner Clip" "The Game Making Inc." 914
6583464150 2477294907 "Racing cars :)" iixholliexx 113
6838258771 2601217054 "{OLD} The Legend of the Flying Kipper {CBR2}" TheMasterTheElemants 7994
205818363 93868881 "SPYS vs MERKS (New Guns!)" lh35 301
5814454288 2065788559 "Commission for Moonbun / Lizzy Kittys" Vioncii 129
899265129 374672584 "Relax Meltdown" Birthdaypuns 202
18566968871 6290750925 "سبايدر مان سبايدر مان سبايدر مان مفتوح المصدر" dzdkejivfnnfn 2402
17468656 32173290 "Anime & Manga Hangout {not finished}" MythologyFan 737
6288904876 2319275551 "life in paradise simulator" fi3guayomg 130
7353138217 2867905741 "mimic all jumpscares" progamer323cool 1162
6033572844 2182515767 "Marks Market Hang-out" Captain_Price1234677 126
2815428545 1019659321 CLOSED sinekadam674 445
1358387041 545149188 "The Joy Of Creation (Reborn)" AkioPD 4144
177879838 84585539 "Friend Hangout - Capital City" importantminer 667
1448621957 575158676 "Mega Fun obby! (Easy!)" litteltoast 240
10175492557 3733049184 "Bury The Light" Jetstream_Samuel1 400
5638968300 1980049825 "Blox fruit test" meisknkhoi1234 4388
8542828775 3259048370 "Snow white and the seven dwarfs" ST3R3OTYPE 530
10009547328 3686304907 "The Backrooms [BACK UP! No updates anymore sadly]" PsychoMasterKid 563
14641337721 5049451184 "Man in the Mansion" Salveritie 2001
6112075111 2224728223 "DOVER, 1951" "New British Republic" 115
6844829034 2604657679 "Beach Day" chinsehakvitou 107
6314113033 2331825670 maquillaje valevioleta27 779
8772636147 3327703432 "don't die simulator" BraxWhat 5102
119979009951061 6911529884 "Tsunami Tower 🌊" "Dustybo Studio" 36194133
449446270 171868765 "Papa Johns Training Centre [V1]" "Papa Johns ®" 250
15309195823 5280011565 "zetor factory (offrroud)" leogimes 1425
6860363637 2613154838 "Bowly The Bowling Ball" Redstonehopper 218
13075804360 4568444670 "MRC New map" DreamQQQ 117
18049191 30080445 "GIVE HIM A HUG [youll die] FAIR WARNING :P" 1GL 104
1576417392 612375260 "Memory - 2012" StaticMovement 181
6551150679 2459815689 "(Voice Chat) Virtual Piano Hangout" cutgirl5665 237
1106977746 457651864 "Murder #" SakuraOwO3015 66449
5529922473 1932937586 "EXPIRATION Playground Testing Place" jasper_creations 205
7269854171 2836315599 "   ( UPDATE)be a shark" StEeDeNiStHeBeSt 5691
5368130 30697178 "Super build, PARTY RUNNING" nasherbes 396
7152290532 2773777151 WarterPark "•Aesthetic Attire•" 2170
7532938610 2929438380 "Juego de terror mal hecho xd" rt3567 214
912763973 380198282 "BibiGatinhaMG's Place" BibiGatinhaMG 292
4536701556 1461163835 "Bizzarre's House!" MostlyBizzarre 333
13502101010 4695676437 "AI 1 Miler" ninjawarrriorr 114
214391851 95607866 jump!!!!! lovemcstuff123 343
10872244910 3924369916 "A K I L Overweg " valera2005132019 274
1947150895 700411617 "cars fun" DOMkingbros611 1741
1645421574 631246313 Destruction Tomwuaq 339
15993318375 5529340624 "_flag game" VarnicleStudio 197
6763891717 2563411825 "алина людоед " ksksksk_s 373
4969097046 1708398763 "survival the coffin dance the killer" ItzXepyxl 146
9724988410 3606794548 "Venice Beach Road Course" "ROBLOX Ultimate Karting League" 458
31287507 22130626 "Terra 1 - The Enchanted Hills" flamingdk 289
10208049958 3742110173 "rickrat hangout" Ferguia2011 102
12596893243 4421636238 "Beta Gun Game" schelmleich 279
1442904898 573360532 "The Inked Cartoons, Bendy Roleplay!" ThatDokiDokiCat 178
7152428943 2773853317 "Tower Of Trussism" Leqay 317
3254938269 1175325778 "Ninja Simulator ⚔️ Ninja Simulator ⚔️ Ninja Simul" FunBlox_43285 15357
745819935 327213995 "The Bucket's Cafe [V3]" "The Bucket's" 2113
6570600283 2469820654 "jen tak " legendarynela235 194
4834856851 1639701157 Doomsday "伝説 - Ｌ Ｅ Ｇ Ｅ Ｎ Ｄ" 134
102273182 42624322 "Friend Hangout" Hvrlem 590
11261052130 4015586533 "ambush test BUT GET OUT OF MAP AMBUSH JUMPSCARE" sandro124123 108
8796615419 3334664220 "Menjadi Bolang Dan Mencari Hewan" IND_Yoga 3204
5835276082 2076319934 "(HALLOWEEN) Wall hop and ladder flick practice" MeUsaNooby 145
2610625470 936626918 "7- eleven@ car wash" CYOUNG101l 422
6743621885 2552614771 "Vibe store" flosphy 280
2492108414 880196596 "Sword battle " J_3RRI 53531
5514953483 1927611317 "바다 총게임" 2513subae 108
11602437760 4115841251 "      Rainbow dropper  ( Never see the end)" dvd_nice 110
14531797897 5016287429 "[🔨 🎥] Super Toilet Siege Defense" roblox_user_4956769666 929
19665135 23599447 "Tenth Company Garage" malexor 113
7633782633 2966283725 "(TNC) TAMBAYAN NGX CHISMOSA II (NOTAGS)" SPYLEXWASTAKEN 417
89695622 14769427 "Bank Tycoon" skidoomanbrandon 1126
6401515910 2379089120 "Chill Vibes: LoFi Escape" taymoney125678 153
7006248615 2692181006 "Just Fnf" MyNaMeIsJeFf234245 150
